presion,temperatura,humedad,PM25,PM10,CO,CH4,CO2,O3
755,18.15,50,8.2,8.2,154.8,32.9,335.0,8.6
755,17.80,50,6.1,6.2,164.4,33.2,336.0,8.9
755,17.75,49,2.4,2.4,146.1,36.1,315.0,8.2
755,17.51,50,3.8,3.8,185.8,32.1,327.0,9.4
755,17.46,50,2.6,2.6,144.9,36.9,336.0,8.2
755,16.96,51,2.8,2.8,145.6,36.6,328.0,8.1
756,16.96,51,4.5,4.5,160.2,34.5,329.0,8.6
756,16.58,52,5.3,5.3,149.0,35.4,327.0,8.2
756,16.63,52,2.7,2.7,150.4,35.9,326.0,8.2
756,16.00,53,10.4,10.5,134.5,37.7,309.0,7.6
756,16.36,52,3.6,3.6,144.3,35.9,320.0,8.0
756,16.32,52,2.3,2.3,139.6,36.9,306.0,7.9
756,16.13,52,1.2,1.2,134.4,38.1,313.0,7.7
756,16.23,51,1.3,1.3,128.9,39.2,305.0,7.6
756,15.87,52,1.9,1.9,129.8,38.2,293.0,7.6
756,15.86,52,0.4,0.4,137.7,37.2,314.0,7.8
756,15.77,53,3.9,3.9,133.3,37.8,312.0,7.7
756,15.77,52,0.6,0.6,130.0,37.3,316.0,7.6
756,15.52,55,1.6,1.6,129.6,37.1,315.0,7.6
756,15.26,55,1.0,1.1,135.9,36.4,313.0,7.8
756,14.76,57,1.5,1.6,131.2,36.6,315.0,7.6
756,14.89,57,1.5,1.5,176.4,29.7,321.0,9.1
755,14.99,57,1.7,1.7,140.7,35.1,316.0,7.9
755,14.78,58,2.0,2.0,130.3,37.1,305.0,7.6
755,14.87,57,3.8,3.8,135.7,37.2,307.0,7.8
755,14.64,57,1.5,1.5,129.2,37.1,312.0,7.6
755,14.17,59,0.7,0.7,130.1,36.8,307.0,7.6
755,14.57,57,0.9,0.9,134.8,37.1,308.0,7.7
755,14.42,57,1.6,1.6,155.0,34.2,309.0,8.3
755,14.46,57,1.6,1.7,123.7,39.1,299.0,7.4
755,14.35,58,1.5,1.5,125.6,38.1,300.0,7.4
755,14.05,59,0.8,0.8,125.7,37.8,298.0,7.4
755,14.41,58,1.2,1.2,124.1,38.0,296.0,7.4
754,14.43,58,0.5,0.5,127.8,37.0,296.0,7.5
754,14.83,57,1.2,1.2,125.3,38.8,300.0,7.5
754,15.04,57,0.8,0.8,125.2,37.6,292.0,7.5
755,14.98,56,1.0,1.1,124.7,38.0,290.0,7.4
755,15.03,56,0.9,0.9,124.3,38.0,299.0,7.5
755,15.00,57,1.7,1.7,125.5,38.6,299.0,7.5
755,15.00,57,1.3,1.3,126.6,38.1,304.0,7.5
755,15.13,56,1.3,1.3,129.1,37.9,308.0,7.7
755,15.21,55,5.8,5.9,132.1,38.2,305.0,7.8
755,15.31,56,5.2,5.2,131.7,37.8,305.0,7.7
755,15.40,55,4.8,4.9,132.4,37.8,315.0,7.7
755,15.51,55,6.2,6.2,133.4,37.4,319.0,7.8
755,15.69,55,3.9,4.0,156.4,35.1,323.0,8.5
755,16.02,53,18.8,18.9,154.4,35.3,322.0,8.5
755,16.17,52,3.9,3.9,150.7,36.2,329.0,8.4
755,16.41,54,39.7,39.9,173.5,32.6,333.0,9.0
756,17.76,49,3.5,3.5,144.6,36.8,331.0,8.6
756,17.78,49,18.2,18.3,152.3,36.0,330.0,8.6
756,18.08,49,22.2,22.3,175.9,32.8,326.0,9.2
756,18.22,48,5.4,5.4,158.4,34.4,325.0,8.7
756,18.32,48,8.1,8.1,164.3,33.0,310.0,8.7
756,19.01,45,6.0,6.1,166.3,33.6,327.0,8.9
756,19.19,43,4.2,4.2,145.9,36.5,314.0,8.4
756,20.48,42,6.1,6.1,138.3,36.8,312.0,8.1
756,21.55,39,2.2,2.2,140.4,36.0,316.0,8.2
756,20.88,40,4.1,4.1,135.3,37.1,324.0,8.0
756,20.98,40,5.4,5.4,132.2,37.6,326.0,7.9
756,21.56,40,2.5,2.5,149.7,35.8,327.0,8.5
755,22.26,39,7.4,7.5,138.1,35.9,328.0,8.2
755,22.55,38,3.1,3.1,132.1,37.7,315.0,7.8
755,22.99,38,4.3,4.3,157.7,33.3,322.0,8.7
755,22.61,38,4.2,4.2,140.0,35.5,336.0,8.2
755,23.02,38,13.2,13.2,154.0,33.9,329.0,8.6
755,23.29,38,9.8,9.9,174.6,30.9,349.0,9.1
755,23.86,37,5.5,5.5,162.5,31.9,341.0,8.8
755,23.67,38,5.2,5.2,159.4,34.3,333.0,8.8
755,23.05,39,6.4,6.5,145.3,34.7,343.0,8.4
755,22.96,39,12.4,12.5,161.1,32.8,349.0,8.7
755,23.06,38,7.0,7.0,159.0,33.4,343.0,8.7
755,22.47,39,3.4,3.5,148.4,34.8,334.0,8.6
754,22.31,40,19.2,19.3,144.6,34.5,332.0,8.3
754,22.72,39,6.5,6.6,159.0,34.2,342.0,8.7
754,22.73,39,14.0,14.1,171.7,32.6,334.0,9.1
754,22.74,39,4.2,4.3,155.9,34.3,331.0,8.6
754,22.77,39,9.0,9.1,167.2,32.4,332.0,9.0
754,23.23,38,3.4,3.4,149.5,35.2,345.0,8.6
754,22.95,39,7.9,8.0,160.8,32.7,358.0,8.8
754,22.02,40,4.2,4.2,148.0,35.6,362.0,8.4
754,22.07,40,4.1,4.1,172.7,32.3,330.0,9.0
753,21.58,41,7.2,7.2,151.3,34.2,331.0,8.5
753,21.51,40,4.7,4.7,164.0,33.8,300.0,8.8
754,21.83,39,8.2,8.3,158.1,35.0,333.0,8.7
754,21.34,40,2.6,2.6,148.9,35.9,302.0,8.5
754,20.48,43,5.8,5.8,150.8,34.9,327.0,8.3
754,20.71,43,4.9,5.0,167.6,32.9,332.0,8.9
754,19.77,46,3.2,3.3,156.3,33.3,313.0,8.4
754,19.43,46,6.4,6.5,179.1,30.8,310.0,9.3
754,19.02,46,7.4,7.5,155.4,33.5,331.0,8.6
755,18.94,47,11.0,11.1,192.7,30.0,337.0,9.5
755,18.51,48,5.1,5.1,173.6,31.9,324.0,9.0
755,18.22,49,5.1,5.1,174.8,31.4,345.0,9.0
755,18.03,50,6.2,6.2,178.5,30.3,338.0,9.3
755,18.10,50,4.5,4.6,187.9,30.6,342.0,9.6
755,17.49,52,4.2,4.2,167.1,32.1,325.0,8.8
755,17.85,50,6.1,6.2,166.2,32.0,339.0,8.8
755,17.58,51,3.5,3.5,154.0,33.2,307.0,8.5
755,17.31,50,1.7,1.8,161.7,33.7,332.0,8.8
755,17.18,50,1.6,1.6,153.0,34.6,314.0,8.4
755,16.76,50,6.6,6.7,154.2,34.6,326.0,8.5
755,16.39,51,2.0,2.0,160.1,34.7,320.0,8.7
756,16.22,51,3.9,3.9,150.3,35.5,322.0,8.4
756,16.37,51,2.3,2.3,144.6,36.2,318.0,8.2
756,16.38,50,1.1,1.1,140.3,38.9,325.0,8.0
756,16.38,48,1.5,1.5,141.7,38.3,313.0,8.1
756,16.34,48,2.4,2.4,141.9,38.0,312.0,8.1
756,16.03,49,1.3,1.4,136.4,38.5,317.0,8.0
756,15.87,49,2.3,2.4,134.6,39.2,323.0,7.9
756,15.58,50,0.7,0.7,132.6,38.6,302.0,7.7
756,15.48,50,1.3,1.5,131.5,38.7,301.0,7.7
756,15.27,52,0.7,0.8,129.3,39.1,301.0,7.7
756,15.30,52,1.4,1.4,129.7,39.0,298.0,7.8
756,15.00,53,0.8,0.8,133.7,38.3,294.0,7.7
756,14.62,54,0.5,0.5,130.6,39.0,293.0,7.5
756,14.74,54,0.9,0.9,129.3,38.5,302.0,7.6
756,14.72,54,1.1,1.1,134.1,37.3,301.0,7.8
755,14.69,54,3.9,3.9,132.1,38.5,309.0,7.7
755,14.18,56,1.4,1.4,129.7,37.8,299.0,7.5
755,14.46,54,4.2,4.4,127.3,38.7,301.0,7.5
755,14.33,55,1.2,1.3,125.4,38.7,298.0,7.4
755,14.54,53,1.1,1.1,127.6,39.2,308.0,7.7
755,14.09,55,0.5,0.5,126.4,38.2,301.0,7.5
755,14.00,57,0.4,0.4,125.9,38.3,302.0,7.5
755,13.96,56,0.6,0.6,125.7,39.9,303.0,7.5
755,14.72,52,0.6,0.6,120.4,41.6,318.0,7.4
755,14.70,52,0.6,0.6,123.1,41.6,304.0,7.4
755,14.74,52,0.6,0.6,122.1,41.2,306.0,7.4
755,14.43,53,0.6,0.6,123.8,40.4,296.0,7.4
755,14.46,53,1.1,1.1,123.1,40.1,291.0,7.4
755,14.42,54,0.4,0.4,125.0,40.6,297.0,7.2
755,14.20,55,0.6,0.6,122.5,39.9,301.0,7.4
755,14.65,54,1.1,1.1,123.5,40.6,305.0,7.5
755,14.44,54,0.9,0.9,123.0,40.1,298.0,7.4
755,14.42,55,6.3,6.4,129.4,39.5,297.0,7.6
755,14.20,56,1.6,1.6,125.3,39.7,297.0,7.5
756,14.25,56,0.9,0.9,129.4,38.7,305.0,7.6
755,14.74,52,4.6,4.6,128.5,40.4,303.0,7.7
756,14.65,53,1.4,1.4,131.5,39.7,294.0,7.7
756,15.04,51,6.0,6.1,132.1,39.9,305.0,7.8
756,15.26,52,9.2,9.3,136.7,38.3,304.0,8.0
756,15.62,51,6.3,6.3,154.9,35.8,307.0,8.5
756,16.74,49,7.5,7.6,151.0,36.3,385.0,8.4
756,19.48,40,15.5,15.6,139.3,36.8,344.0,8.0
756,21.11,37,3.1,3.1,164.1,33.8,300.0,8.7
756,20.73,38,12.8,12.9,146.6,35.7,356.0,8.2
756,21.05,38,25.6,25.7,142.0,37.4,302.0,8.2
756,21.28,38,1.6,1.6,139.1,36.8,297.0,8.1
756,20.92,40,6.0,6.0,153.4,35.3,324.0,8.4
756,21.71,38,9.1,9.1,142.6,36.8,331.0,8.2
756,20.88,39,2.4,2.4,143.5,36.6,317.0,8.2
756,21.80,38,22.3,22.4,142.8,35.5,322.0,8.1
756,22.79,37,15.8,15.9,147.2,36.0,313.0,8.4
756,23.17,36,3.5,3.5,140.1,35.2,330.0,8.2
756,23.45,34,6.8,6.9,161.1,34.3,339.0,8.9
756,23.68,35,3.1,3.1,146.2,35.1,343.0,8.3
756,24.64,34,5.7,5.8,145.3,35.3,349.0,8.4
756,24.34,34,8.3,8.3,151.3,34.5,340.0,8.5
756,23.18,36,10.3,10.4,143.9,36.9,317.0,8.3
756,23.36,36,8.7,8.8,146.7,36.2,324.0,8.2
755,23.67,36,4.6,4.6,143.2,36.0,333.0,8.3
755,24.50,35,2.4,2.5,158.3,33.2,331.0,8.7
755,22.78,36,5.6,5.6,150.2,35.3,330.0,8.5
755,22.79,37,8.4,8.4,150.9,34.6,321.0,8.4
755,22.87,37,3.2,3.2,149.9,34.2,314.0,8.4
755,24.22,35,5.0,5.0,155.3,33.7,331.0,8.6
755,24.51,35,8.0,8.0,192.8,30.6,333.0,9.7
755,24.11,35,4.5,4.5,142.2,36.1,332.0,8.1
755,23.37,36,2.8,2.8,153.1,34.5,330.0,8.7
755,22.64,39,2.7,2.7,151.0,33.2,304.0,8.4
755,22.30,39,6.6,6.6,140.1,35.6,331.0,8.0
755,22.10,39,1.8,1.9,144.0,35.9,313.0,8.1
755,22.37,39,4.1,4.1,145.0,34.6,313.0,8.2
755,22.23,38,2.3,2.3,174.5,32.7,313.0,9.2
755,21.75,38,2.3,2.3,142.5,35.4,324.0,8.2
754,21.36,39,3.9,4.0,147.4,35.3,323.0,8.4
755,21.49,38,3.3,3.3,143.8,35.3,317.0,8.2
755,21.07,40,4.3,4.3,145.8,35.4,318.0,8.3
755,20.34,42,1.1,1.1,147.5,35.0,317.0,8.3
755,19.91,44,7.2,7.3,145.1,36.7,315.0,8.0
755,19.87,42,3.7,3.7,141.9,36.1,312.0,8.0
755,19.73,43,12.1,12.2,142.0,35.4,318.0,8.0
755,19.77,41,9.2,9.2,147.8,36.0,310.0,8.3
755,19.50,42,3.1,3.2,155.2,35.1,334.0,8.5
755,19.23,43,2.8,2.8,155.6,34.5,318.0,8.6
755,18.85,44,2.6,2.6,149.6,34.9,309.0,8.4
755,17.87,45,1.2,1.2,137.4,38.6,323.0,7.8
756,17.75,45,4.9,4.9,159.0,34.6,312.0,8.7
756,17.08,46,4.4,4.4,145.9,36.6,325.0,8.3
756,16.84,47,2.9,2.9,147.0,35.9,327.0,8.2
756,16.70,48,11.9,11.9,152.7,36.0,317.0,8.3
756,16.89,48,5.0,5.0,159.2,35.4,321.0,8.8
756,16.79,48,9.4,9.5,142.6,36.9,317.0,8.0
756,16.86,49,3.1,3.1,141.5,36.8,320.0,7.9
756,16.77,49,4.3,4.4,143.6,36.2,333.0,8.1
756,16.94,49,2.3,2.3,152.8,35.0,322.0,8.3
756,17.24,49,4.3,4.3,148.6,35.4,313.0,8.1
756,16.81,49,5.3,5.3,142.0,36.2,309.0,8.0
756,16.89,50,3.2,3.2,141.3,35.9,297.0,8.0
756,17.06,49,3.8,3.8,148.2,35.4,318.0,8.2
756,16.84,49,108.7,109.5,207.4,29.9,333.0,9.6
756,16.52,50,2.9,2.9,138.2,36.7,340.0,7.9
756,16.34,50,2.2,2.2,144.1,35.7,318.0,8.0
756,15.96,52,3.7,3.7,146.3,35.9,301.0,8.0
756,16.47,51,4.9,4.9,140.0,35.9,306.0,8.0
756,16.40,51,4.3,4.4,142.1,35.7,293.0,8.1
756,16.55,51,1.6,1.6,133.2,37.4,307.0,7.6
756,16.29,52,1.8,1.9,139.0,35.6,317.0,7.9
756,16.14,53,2.8,2.8,139.5,35.5,309.0,7.9
756,16.18,53,1.0,1.0,138.5,35.8,304.0,7.9
756,16.20,53,30.1,30.4,142.7,35.8,308.0,8.0
756,16.53,52,1.1,1.1,138.5,36.4,309.0,8.0
755,16.39,52,1.1,1.1,136.2,36.7,317.0,7.8
755,16.06,54,1.3,1.3,139.0,36.0,291.0,7.8
755,16.11,54,1.3,1.3,134.8,37.2,302.0,7.6
755,16.06,54,1.0,1.0,133.8,35.9,312.0,7.8
755,15.98,54,1.4,1.4,137.3,35.6,308.0,7.8
755,15.73,54,1.5,1.5,131.0,37.0,312.0,7.5
755,15.86,54,1.4,1.4,131.9,36.8,303.0,7.6
755,15.89,54,0.6,0.6,132.0,36.3,304.0,7.6
754,16.04,53,0.8,0.8,130.0,36.6,308.0,7.7
755,16.38,52,0.5,0.5,128.4,37.5,304.0,7.6
755,16.31,52,0.5,0.5,129.0,37.4,302.0,7.6
755,15.84,53,0.5,0.5,141.2,35.5,312.0,7.8
755,15.92,54,0.6,0.6,130.9,36.5,321.0,7.6
755,15.65,56,0.8,0.8,132.7,35.5,305.0,7.6
755,15.75,54,0.7,0.7,131.0,36.1,303.0,7.7
755,15.67,54,0.9,0.9,130.1,37.9,285.0,7.5
755,15.83,53,1.0,1.0,129.6,37.3,321.0,7.6
755,15.75,52,5.1,5.1,127.5,39.0,300.0,7.5
755,15.67,52,0.5,0.5,126.1,39.6,317.0,7.5
755,15.37,54,0.6,0.6,128.0,37.1,306.0,7.6
755,15.50,52,1.2,1.2,128.5,38.6,312.0,7.6
756,15.29,52,0.4,0.4,130.8,37.7,314.0,7.6
755,15.79,52,1.1,1.1,129.6,37.8,303.0,7.6
755,15.46,51,4.5,4.5,126.5,39.5,291.0,7.4
756,15.39,51,7.1,7.1,126.9,38.7,322.0,7.6
756,16.09,50,2.5,2.5,134.7,38.1,329.0,7.8
756,17.03,47,1.6,1.6,130.6,38.4,375.0,7.7
756,18.70,42,1.7,1.7,146.6,36.2,309.0,8.3
756,17.32,47,2.6,2.6,130.6,37.4,317.0,7.7
756,18.43,44,1.4,1.4,134.3,37.4,322.0,7.8
756,18.35,45,1.5,1.5,135.1,37.0,351.0,7.8
756,20.11,41,1.4,1.4,132.9,38.0,309.0,7.7
756,20.25,40,1.1,1.1,132.0,38.8,326.0,7.6
756,20.67,40,2.5,2.5,139.7,36.2,327.0,8.1
756,20.60,40,1.9,1.9,132.8,38.8,318.0,7.7
756,21.64,37,2.2,2.2,134.7,37.0,333.0,7.9
756,21.19,37,3.7,3.7,153.4,35.6,303.0,8.7
756,21.12,38,1.6,1.6,137.4,38.7,306.0,7.9
756,21.77,38,2.0,2.0,132.8,38.4,318.0,7.7
756,22.71,35,2.9,2.9,139.6,35.2,322.0,8.1
756,22.77,35,1.0,1.0,136.1,35.5,343.0,8.0
756,22.15,36,0.9,0.9,132.8,37.4,310.0,7.8
756,21.94,37,2.8,2.8,134.1,36.4,316.0,8.0
756,22.20,37,9.4,9.5,134.4,38.3,308.0,7.8
756,23.81,35,4.6,4.7,176.5,30.9,343.0,9.4
756,24.27,34,1.7,1.7,144.4,34.9,334.0,8.4
756,22.68,35,2.2,2.2,138.9,38.2,290.0,7.9
756,23.39,34,1.2,1.2,133.8,38.5,327.0,7.8
756,22.08,36,1.6,1.6,147.4,35.5,318.0,8.3
756,22.05,34,1.2,1.2,141.3,38.3,321.0,8.2
756,21.39,36,1.5,1.5,242.9,28.8,291.0,11.2
755,22.51,34,1.4,1.4,132.2,38.4,307.0,7.9
755,21.90,35,1.7,1.7,126.4,41.7,301.0,7.6
755,21.24,36,1.5,1.5,135.7,40.3,300.0,8.0
755,21.92,35,2.5,2.5,145.4,36.6,313.0,8.5
755,22.09,34,1.4,1.4,156.5,36.0,341.0,8.5
755,21.52,35,5.5,5.5,130.4,41.8,341.0,7.8
755,21.12,37,1.9,1.9,136.8,38.6,312.0,7.9
755,21.24,33,0.9,0.9,127.7,42.2,313.0,7.8
755,21.74,35,8.5,8.6,132.8,38.8,318.0,7.9
755,20.57,35,1.1,1.1,123.2,47.5,328.0,7.1
755,21.11,35,12.3,12.4,128.2,41.1,321.0,7.7
755,21.25,35,1.7,1.8,133.3,40.8,303.0,7.9
755,20.18,36,1.6,1.6,126.8,44.5,300.0,7.5
755,20.72,36,1.3,1.3,134.3,40.3,333.0,8.0
755,19.98,38,4.5,4.5,141.9,38.5,321.0,8.0
755,19.57,39,2.0,2.0,131.7,40.3,308.0,7.7
755,19.06,39,2.2,2.2,138.5,40.1,298.0,7.9
755,18.79,40,4.8,4.8,137.1,39.0,310.0,7.9
755,18.03,42,2.1,2.1,141.2,38.3,295.0,8.0
755,17.99,43,3.3,3.3,130.2,39.8,291.0,7.7
755,17.65,44,2.2,2.2,136.4,38.4,311.0,7.9
755,17.73,45,7.4,7.5,134.9,37.9,301.0,7.8
755,17.48,45,3.9,3.9,151.7,35.5,317.0,8.6
756,17.29,45,4.9,4.9,152.4,35.8,323.0,8.5
755,17.17,45,3.5,3.5,165.4,33.9,327.0,8.7
755,16.89,46,5.6,5.7,153.3,35.8,319.0,8.4
755,16.97,47,5.7,5.7,148.1,35.9,309.0,8.3
756,17.49,46,8.4,8.4,142.0,36.3,299.0,8.0
756,17.10,48,5.9,5.9,143.0,35.5,323.0,8.0
756,17.08,48,2.3,2.3,155.9,33.6,299.0,8.4
756,16.92,49,1.5,1.5,142.0,34.6,307.0,8.0
756,16.74,50,2.5,2.6,164.5,32.4,308.0,8.6
756,16.98,52,3.6,3.6,153.1,33.2,304.0,8.2
756,16.80,52,1.4,1.4,141.0,34.2,304.0,7.9
756,17.16,52,8.2,8.2,144.3,33.6,305.0,8.0
756,16.80,52,1.6,1.6,143.4,34.3,305.0,8.0
756,17.06,50,2.3,2.4,137.3,34.9,289.0,7.8
757,16.95,49,3.2,3.2,133.9,36.1,306.0,7.8
757,17.07,49,1.9,1.9,149.0,34.3,297.0,8.2
756,16.74,50,1.8,1.8,132.2,37.0,288.0,7.7
756,16.48,51,1.4,1.4,133.0,35.7,288.0,7.7
756,16.31,51,1.8,1.8,132.9,36.4,295.0,7.8
756,16.37,51,1.9,1.9,132.5,36.4,301.0,7.7
756,16.34,50,1.4,1.4,130.5,36.8,300.0,7.7
756,16.39,49,1.3,1.3,127.0,38.2,305.0,7.6
756,16.11,49,1.7,1.8,126.2,38.2,300.0,7.6
756,16.48,49,1.5,1.5,129.5,37.7,292.0,7.6
755,16.45,50,1.2,1.2,127.2,37.3,296.0,7.6
755,16.20,50,1.3,1.3,128.0,37.2,299.0,7.6
755,16.07,50,1.5,1.5,126.3,38.3,300.0,7.5
755,16.31,49,1.5,1.5,125.5,38.1,301.0,7.6
755,15.77,49,1.5,1.5,124.9,39.6,315.0,7.4
755,15.68,49,1.9,2.0,123.9,39.4,317.0,7.5
755,15.66,49,1.4,1.4,123.3,39.9,296.0,7.5
755,15.66,50,1.4,1.4,124.1,39.4,301.0,7.5
755,15.63,50,1.7,1.7,125.6,38.7,304.0,7.5
755,15.40,51,1.4,1.4,127.0,37.9,295.0,7.5
755,15.53,51,2.2,2.2,125.9,38.4,296.0,7.5
755,15.27,52,2.6,2.6,127.5,37.4,282.0,7.6
755,15.51,52,2.0,2.0,127.6,37.6,296.0,7.6
755,15.40,51,2.0,2.0,125.1,38.9,304.0,7.5
755,14.98,51,1.8,1.8,125.5,39.0,274.0,7.5
755,14.91,52,1.9,1.9,126.1,38.5,294.0,7.5
755,15.27,52,4.2,4.2,128.1,38.2,296.0,7.6
755,15.42,51,2.7,2.7,125.9,38.5,292.0,7.5
755,15.28,50,1.6,1.6,128.6,38.9,309.0,7.6
755,15.37,49,2.4,2.4,129.1,39.5,302.0,7.7
755,15.38,50,23.1,23.3,130.9,38.3,295.0,7.6
755,15.62,51,7.1,7.1,133.4,37.5,307.0,7.7
755,15.55,53,3.2,3.2,142.8,35.2,298.0,8.0
755,15.98,52,5.7,5.7,167.2,32.5,311.0,8.5
756,16.14,50,2.3,2.3,137.7,36.8,309.0,7.8
756,16.48,49,6.3,6.4,150.6,35.2,316.0,8.3
756,16.55,48,7.8,7.9,138.0,37.3,305.0,7.9
756,16.83,47,15.2,15.3,140.0,37.7,289.0,8.0
756,16.93,47,9.5,9.5,150.8,36.1,292.0,8.3
756,17.01,47,2.2,2.2,151.2,35.6,291.0,8.2
756,17.68,47,3.1,3.1,153.7,34.3,301.0,8.4
756,17.98,47,2.1,2.1,150.3,34.3,294.0,8.4
757,17.19,48,2.0,2.0,144.8,34.9,302.0,8.1
757,16.80,51,16.4,16.5,138.2,36.0,311.0,7.7
756,18.18,47,6.8,6.8,147.7,34.1,313.0,8.2
756,18.48,45,2.9,2.9,147.0,34.8,308.0,8.2
756,18.23,45,2.5,2.6,135.0,38.7,311.0,7.5
756,19.56,41,2.6,2.6,138.0,38.5,294.0,8.0
756,20.48,39,2.8,2.8,135.2,37.9,307.0,7.9
756,21.27,38,2.4,2.4,133.5,38.2,308.0,7.9
756,20.68,38,2.7,2.7,130.3,41.9,314.0,7.6
756,21.22,36,3.0,3.1,135.8,38.7,310.0,8.0
756,22.02,33,12.2,12.3,129.6,42.3,291.0,7.9
755,22.72,32,3.0,3.0,139.3,37.3,319.0,8.3
755,23.14,36,2.4,2.4,138.3,37.4,315.0,8.1
755,23.80,33,7.6,7.7,144.8,35.8,318.0,8.4
755,22.34,38,5.5,5.5,164.8,30.2,336.0,8.8
755,21.35,42,2.5,2.5,163.5,31.1,322.0,8.7
755,21.32,42,3.5,3.6,154.5,32.6,317.0,8.5
755,20.36,47,2.2,2.2,166.6,30.1,322.0,8.7
755,19.30,48,4.9,4.9,163.0,31.6,318.0,8.6
755,18.30,55,4.1,4.1,166.6,28.6,293.0,8.6
755,18.51,50,3.1,3.1,159.5,31.6,323.0,8.5
755,19.27,44,2.8,2.8,145.9,34.9,331.0,8.3
755,19.97,42,2.7,2.7,140.8,36.8,322.0,8.4
754,20.97,41,2.3,2.3,188.4,29.5,339.0,9.3
